trait,avg_rating,rank,rating_sd,number_ratings,character
pain-avoidant (not masochistic),57.6,644,32.8,30,Theon Greyjoy
fighter (not lover),57.6,800,23.6,28,Theon Greyjoy
slugabed (not go-getter),57.5,149,32,49,Theon Greyjoy
soft (not hard),57.4,709,29.1,107,Theon Greyjoy
utilitarian (not decorative),57.4,1066,32,89,Theon Greyjoy
overspender (not penny-pincher),57.3,639,31.5,69,Theon Greyjoy
not genocidal (not genocidal),57.3,1310,30.9,45,Theon Greyjoy
dry (not moist),57.2,709,28.8,24,Theon Greyjoy
🧕 (not 💃),57.1,429,27.9,63,Theon Greyjoy
machiavellian (not transparent),56.9,755,31.3,41,Theon Greyjoy
ugly (not beautiful),56.8,274,27.2,105,Theon Greyjoy
individualist (not communal),56.8,1014,30,90,Theon Greyjoy
fixable (not unfixable),56.7,1033,32.1,47,Theon Greyjoy
artistic (not scientific),56.6,797,23.9,229,Theon Greyjoy
trash (not treasure),56.6,299,28.8,71,Theon Greyjoy
blacksmith (not tailor),56.6,590,29.5,32,Theon Greyjoy
cannibal (not vegan),56.4,746,31,44,Theon Greyjoy
cocky (not timid),56.4,1319,32.5,40,Theon Greyjoy
cunning (not honorable),56.3,645,28.7,277,Theon Greyjoy
chivalrous (not businesslike),56.3,787,30,39,Theon Greyjoy
slow-talking (not fast-talking),56.2,494,28.7,36,Theon Greyjoy
gendered (not androgynous),56.1,1681,34,119,Theon Greyjoy
ranged (not melee),56.1,868,30.3,28,Theon Greyjoy
idealist (not realist),56,764,32.6,88,Theon Greyjoy
empirical (not theoretical),55.8,880,27.8,216,Theon Greyjoy
🤣 (not 😊),55.8,588,30.9,47,Theon Greyjoy
vintage (not trendy),55.8,1297,27.2,24,Theon Greyjoy
gamer (not non-gamer),55.8,559,35.4,33,Theon Greyjoy
judgemental (not accepting),55.7,876,31,203,Theon Greyjoy
brave (not careful),55.6,1150,28.3,283,Theon Greyjoy
bourgeoisie (not proletariat),55.6,792,31.5,211,Theon Greyjoy
quitter (not persistent),55.6,53,34,50,Theon Greyjoy
random (not pointed),55.6,394,27.8,22,Theon Greyjoy
🤖 (not 👻),55.5,733,34.7,57,Theon Greyjoy
😈 (not 😇),55.5,810,24.9,58,Theon Greyjoy
opinionated (not neutral),55.5,1670,29,38,Theon Greyjoy
autistic (not neurotypical),55.4,264,29.1,220,Theon Greyjoy
practical (not imaginative),55.4,1128,29.4,225,Theon Greyjoy
freelance (not corporate),55.4,1052,30.6,28,Theon Greyjoy
🙅‍♂️ (not 🙋‍♂️),55.3,642,33.2,60,Theon Greyjoy
introspective (not not introspective),55.1,1239,30.1,99,Theon Greyjoy
racist (not egalitarian),55.1,264,30.4,40,Theon Greyjoy
🤠 (not 🤑),55.1,1121,33.4,43,Theon Greyjoy
Roman (not Greek),55.1,747,31.4,29,Theon Greyjoy
motivated (not unmotivated),55.1,1763,30.9,40,Theon Greyjoy
monochrome (not multicolored),55,844,34.4,96,Theon Greyjoy
anarchist (not statist),55,773,29,56,Theon Greyjoy
common sense (not analysis),54.9,597,26.8,41,Theon Greyjoy
blue-collar (not ivory-tower),54.8,928,31.8,251,Theon Greyjoy
arcane (not mainstream),54.8,998,29.4,216,Theon Greyjoy
short (not tall),54.7,705,23.9,280,Theon Greyjoy
money-focused (not love-focused),54.7,552,28.9,32,Theon Greyjoy
empath (not psychopath),54.6,1164,26.9,34,Theon Greyjoy
sugarcoated (not frank),54.6,313,28.3,42,Theon Greyjoy
worldly (not innocent),54.5,1293,27.9,263,Theon Greyjoy
soulful (not soulless),54.4,1455,27.8,81,Theon Greyjoy
secretive (not open-book),54.4,1198,34,51,Theon Greyjoy
bad boy (not white knight),54.3,699,25.8,45,Theon Greyjoy
nihilist (not existentialist),54.2,475,29.9,72,Theon Greyjoy
punk rock (not preppy),54.2,739,33.1,32,Theon Greyjoy
shy (not playful),54.1,446,30,259,Theon Greyjoy
repetitive (not varied),54.1,1075,31.3,111,Theon Greyjoy
expressive (not stoic),54,1090,31.8,277,Theon Greyjoy
nonpolitical (not political),54,691,31.3,250,Theon Greyjoy
important (not irrelevant),53.9,1630,30.5,90,Theon Greyjoy
lazy (not diligent),53.7,220,29.2,232,Theon Greyjoy
ferocious (not pacifist),53.6,1137,29,256,Theon Greyjoy
tiresome (not interesting),53.6,353,29,246,Theon Greyjoy
dog person (not cat person),53.6,912,38,56,Theon Greyjoy
trusting (not charming),53.5,789,25.5,255,Theon Greyjoy
stick-in-the-mud (not adventurous),53.5,680,29.6,234,Theon Greyjoy
lenient (not strict),53.4,826,29.9,230,Theon Greyjoy
theist (not atheist),53.4,657,29,70,Theon Greyjoy
rigid (not flexible),53.3,1016,28.8,251,Theon Greyjoy
oppressed (not privileged),53.3,607,33.6,32,Theon Greyjoy
monotone (not expressive),53.3,638,27.9,40,Theon Greyjoy
active (not slothful),53.2,1659,27.1,253,Theon Greyjoy
wild (not tame),53.2,1139,30,262,Theon Greyjoy
📈 (not 📉),53,1361,31.9,90,Theon Greyjoy
lavish (not frugal),52.9,794,30.3,245,Theon Greyjoy
purple (not orange),52.8,907,31.6,221,Theon Greyjoy
shallow (not deep),52.8,573,30.9,63,Theon Greyjoy
Russian (not French),52.7,617,32.8,27,Theon Greyjoy
factual (not poetic),52.7,1098,27.5,23,Theon Greyjoy
f***-the-police (not tattle-tale),52.7,1204,36.9,38,Theon Greyjoy
remote (not involved),52.6,346,27.9,245,Theon Greyjoy
animalistic (not human),52.6,470,29.8,232,Theon Greyjoy
shy (not bold),52.5,271,30,268,Theon Greyjoy
thrifty (not extravagant),52.5,980,28.3,31,Theon Greyjoy
antagonist (not protagonist),52.5,469,24.8,31,Theon Greyjoy
jock (not nerd),52.4,794,31.5,257,Theon Greyjoy
realistic (not fantastical),52.3,1127,27.9,27,Theon Greyjoy
classical (not avant-garde),52.2,1099,26.6,72,Theon Greyjoy
heroic (not villainous),52.1,1463,22.8,291,Theon Greyjoy
resigned (not resistant),52.1,277,30.7,256,Theon Greyjoy
obedient (not rebellious),52,699,33,261,Theon Greyjoy
🏀 (not 🎨),52,752,31.8,31,Theon Greyjoy
earth (not air),52,1311,33.8,30,Theon Greyjoy
tight (not loose),51.9,1316,32.2,26,Theon Greyjoy
'left-brained' (not 'right-brained'),51.7,869,29.5,155,Theon Greyjoy
asexual (not sexual),51.7,582,38.1,29,Theon Greyjoy
bold (not serious),51.6,1066,28.1,265,Theon Greyjoy
🤔 (not 🤫),51.6,1219,35.2,33,Theon Greyjoy
👟 (not 🥾),51.5,977,36.9,49,Theon Greyjoy
paranoid (not naive),51.5,1269,35.2,46,Theon Greyjoy
cryptic (not straightforward),51.3,469,31.9,246,Theon Greyjoy
kind (not cruel),51.3,1445,25.3,263,Theon Greyjoy
sarcastic (not genuine),51,926,29.2,258,Theon Greyjoy
overprepared (not efficient),51,417,26.7,26,Theon Greyjoy
eastern (not western),50.2,409,34.3,49,Theon Greyjoy
private (not gregarious),50.7,1281,31.3,267,Theon Greyjoy
🛌 (not 🧗),50.4,674,28.4,78,Theon Greyjoy
two-faced (not one-faced),96.8,3,6.9,42,Petyr Baelish
suspicious (not trusting),96.4,1,7.1,286,Petyr Baelish
selfish (not altruistic),96,14,9.6,322,Petyr Baelish
political (not nonpolitical),95.8,4,10.9,272,Petyr Baelish
perverted (not clean),95.6,5,7.8,38,Petyr Baelish
cunning (not honorable),95.5,1,9.9,319,Petyr Baelish
driven (not unambitious),95,27,11.8,245,Petyr Baelish
competitive (not cooperative),94.9,32,10.4,271,Petyr Baelish
arrogant (not humble),94.3,44,10.5,269,Petyr Baelish
mischievous (not well behaved),94.2,36,13.7,263,Petyr Baelish
secretive (not open-book),94.1,19,13.7,57,Petyr Baelish
entitled (not grateful),93.5,40,10.1,35,Petyr Baelish
traitorous (not loyal),92.9,10,14.9,257,Petyr Baelish
debased (not pure),92.7,14,11.5,266,Petyr Baelish
worldly (not innocent),92.6,5,10.6,274,Petyr Baelish
vengeful (not forgiving),92.6,54,11.1,255,Petyr Baelish
poisonous (not nurturing),92.5,37,14,133,Petyr Baelish
work-first (not family-first),92.3,36,15.2,279,Petyr Baelish
🧠 (not 💪),92.3,55,10,65,Petyr Baelish
🐀 (not 🐘),92.3,2,15.6,68,Petyr Baelish
cryptic (not straightforward),92.2,1,12.7,268,Petyr Baelish
deliberate (not spontaneous),92.2,18,14.5,237,Petyr Baelish
😈 (not 😇),91.9,44,18.8,61,Petyr Baelish
punchable (not loveable),91.8,38,16.5,43,Petyr Baelish
machiavellian (not transparent),91.7,13,19,53,Petyr Baelish
demonic (not angelic),91.1,38,11.8,268,Petyr Baelish
conspiracist (not sheeple),91.1,16,18.1,195,Petyr Baelish
cynical (not gullible),91,28,11.7,43,Petyr Baelish
guarded (not open),90.7,55,15.4,265,Petyr Baelish
villainous (not heroic),90.6,50,12.7,274,Petyr Baelish
suspicious (not awkward),90.5,9,16.7,265,Petyr Baelish
individualist (not communal),90.1,30,19.5,74,Petyr Baelish
cruel (not kind),89.2,55,13.7,317,Petyr Baelish
intellectual (not physical),89.1,109,19.4,241,Petyr Baelish
psychopath (not empath),88.9,75,17.1,46,Petyr Baelish
🙃 (not 🥰),88.8,18,17.9,95,Petyr Baelish
skeptical (not spiritual),88.6,39,15.2,257,Petyr Baelish
soulless (not soulful),88.3,36,17.7,93,Petyr Baelish
analysis (not common sense),88.3,23,15.2,52,Petyr Baelish
hypocritical (not equitable),88.2,29,16.5,124,Petyr Baelish
deviant (not average),88,40,19,218,Petyr Baelish
salacious (not wholesome),88,54,15.3,50,Petyr Baelish
narcissistic (not low self esteem),87.9,103,26.6,29,Petyr Baelish
focused on the future (not focused on the present),87.7,2,17.8,275,Petyr Baelish
backdoor (not official),87.4,42,21.5,283,Petyr Baelish
scheduled (not spontaneous),87.4,104,21.1,271,Petyr Baelish
bitter (not sweet),87.1,91,16.3,294,Petyr Baelish
vain (not demure),86.9,65,20.1,276,Petyr Baelish
sarcastic (not genuine),86.9,60,17.5,258,Petyr Baelish
jealous (not compersive),86.8,50,18.8,295,Petyr Baelish
freak (not normie),86.8,67,14.9,40,Petyr Baelish
street-smart (not sheltered),86.7,162,20.2,254,Petyr Baelish
intense (not lighthearted),86.7,187,13.6,26,Petyr Baelish
cold (not warm),86.6,92,16.9,255,Petyr Baelish
city-slicker (not country-bumpkin),86.5,142,21.7,48,Petyr Baelish
💔 (not 💝),86.5,35,20.9,75,Petyr Baelish
bold (not shy),86.3,471,16.7,268,Petyr Baelish
receiving (not giving),86.3,77,16,54,Petyr Baelish
🐷 (not 🐮),86.2,9,18.8,94,Petyr Baelish
obsessed (not aloof),86,73,21,276,Petyr Baelish
manicured (not scruffy),85.9,279,20.3,280,Petyr Baelish
charming (not trusting),85.9,27,15.5,270,Petyr Baelish
coordinated (not clumsy),85.9,248,19.4,255,Petyr Baelish
roundabout (not direct),85.8,3,20.2,288,Petyr Baelish
bookish (not sporty),85.8,271,17.5,237,Petyr Baelish
pretentious (not unassuming),85.8,97,26,56,Petyr Baelish
cocky (not timid),85.8,279,19.1,45,Petyr Baelish
high IQ (not low IQ),85.6,424,15.5,254,Petyr Baelish
methodical (not astonishing),85.4,35,20.9,278,Petyr Baelish
🤑 (not 🤠),85.4,80,24.7,52,Petyr Baelish
gossiping (not confidential),85,67,25.7,256,Petyr Baelish
complicated (not simple),84.8,162,22,234,Petyr Baelish
metrosexual (not macho),84.8,30,21.5,25,Petyr Baelish
ambitious (not realistic),84.6,119,22.6,40,Petyr Baelish
money-focused (not love-focused),84.6,103,21.8,34,Petyr Baelish
gloomy (not sunny),84.5,109,16,32,Petyr Baelish
self-disciplined (not disorganized),84.4,388,23,286,Petyr Baelish
jaded (not innocent),84.4,196,24.8,39,Petyr Baelish
mysterious (not unambiguous),84.4,79,22.4,280,Petyr Baelish
unpatriotic (not patriotic),84.3,1,26,56,Petyr Baelish
sexist (not feminist),84.3,88,16.7,55,Petyr Baelish
stingy (not generous),84.1,103,17,38,Petyr Baelish
heathen (not devout),84.1,28,20,239,Petyr Baelish
paranoid (not naive),83.9,43,20,56,Petyr Baelish
motivated (not unmotivated),83.9,694,24.6,54,Petyr Baelish
quarrelsome (not warm),83.8,179,20.5,245,Petyr Baelish
scandalous (not proper),83.8,163,22.2,242,Petyr Baelish
experimental (not reliable),83.8,87,21.8,45,Petyr Baelish
🙅‍♂️ (not 🙋‍♂️),83.7,50,26,50,Petyr Baelish
genocidal (not not genocidal),83.7,64,19.6,35,Petyr Baelish
hoarder (not unprepared),83.5,20,17,233,Petyr Baelish
resourceful (not helpless),83.4,464,23.9,98,Petyr Baelish
cat person (not dog person),83.4,76,25.1,63,Petyr Baelish
perceptive (not unobservant),83.2,470,25.6,34,Petyr Baelish
privileged (not oppressed),83.1,287,24.2,40,Petyr Baelish
eloquent (not unpolished),83,209,22,258,Petyr Baelish
diligent (not lazy),82.9,757,21.6,275,Petyr Baelish
biased (not impartial),82.6,126,25.5,244,Petyr Baelish
unfaithful (not devoted),82.3,28,25.2,39,Petyr Baelish
bourgeoisie (not proletariat),82.2,102,23.5,230,Petyr Baelish
🎨 (not 🏀),82.2,318,20.6,31,Petyr Baelish
playful (not shy),82.2,373,18.7,239,Petyr Baelish
gamer (not non-gamer),82.2,77,28,25,Petyr Baelish
lustful (not chaste),82.1,151,24.5,259,Petyr Baelish
decisive (not hesitant),82,308,24.4,265,Petyr Baelish
rebellious (not obedient),82,373,21.5,225,Petyr Baelish
🎩 (not 🧢),82,240,27.8,54,Petyr Baelish
opinionated (not neutral),81.9,541,26.3,36,Petyr Baelish
kinky (not vanilla),81.9,146,22.8,265,Petyr Baelish
demanding (not unchallenging),81.9,447,22.3,28,Petyr Baelish
🚴 (not 🏋️‍♂️),81.8,145,22.3,41,Petyr Baelish
unfixable (not fixable),81.5,78,22.1,32,Petyr Baelish
haunted (not blissful),81.5,245,25.9,33,Petyr Baelish
pointed (not random),81.4,354,24.4,27,Petyr Baelish
careful (not brave),81.3,37,23.4,281,Petyr Baelish
businesslike (not chivalrous),81.2,149,23.3,31,Petyr Baelish
judgemental (not accepting),81.2,237,26.1,191,Petyr Baelish
weird (not normal),81.1,226,20.4,280,Petyr Baelish
💩 (not 🌟),81,88,23.9,51,Petyr Baelish
antagonist (not protagonist),81,100,19.6,38,Petyr Baelish
rich (not poor),80.9,385,23.3,283,Petyr Baelish
stylish (not slovenly),80.8,299,21.5,251,Petyr Baelish
crafty (not scholarly),80.8,165,25.6,244,Petyr Baelish
creepy (not disarming),80.6,59,27.6,144,Petyr Baelish
bad boy (not white knight),80.6,152,22.3,43,Petyr Baelish
flamboyant (not modest),80.6,199,21.4,288,Petyr Baelish
dramatic (not comedic),80.6,295,16.7,26,Petyr Baelish
creative (not conventional),80.5,211,23.7,246,Petyr Baelish
authoritarian (not democratic),80.4,177,26.2,274,Petyr Baelish
persistent (not quitter),79.7,1080,27.5,51,Petyr Baelish
extreme (not moderate),79.4,425,23.9,281,Petyr Baelish
master (not apprentice),79.3,468,23.2,135,Petyr Baelish
trash (not treasure),79.2,71,29.2,67,Petyr Baelish
alert (not oblivious),79.1,398,25.4,59,Petyr Baelish
ferocious (not pacifist),78.8,373,24.6,267,Petyr Baelish
ivory-tower (not blue-collar),78.6,188,26.8,267,Petyr Baelish
cosmopolitan (not provincial),78.5,134,26.5,239,Petyr Baelish
atheist (not theist),78.5,209,27.3,94,Petyr Baelish
involved (not remote),78.4,275,27.5,265,Petyr Baelish
self-assured (not self-conscious),78.4,293,28.6,255,Petyr Baelish
metaphorical (not literal),78.4,39,23.7,269,Petyr Baelish
refined (not rugged),78.2,269,23.7,276,Petyr Baelish
nerd (not jock),78.2,433,28.1,255,Petyr Baelish
unemotional (not emotional),78.2,63,21.5,37,Petyr Baelish
armoured (not vulnerable),78,314,24.9,236,Petyr Baelish
deranged (not reasonable),77.8,202,23,48,Petyr Baelish
tailor (not blacksmith),77.6,201,28.8,33,Petyr Baelish
fearmongering (not reassuring),77.5,193,26.5,39,Petyr Baelish
logical (not emotional),77.2,183,26.5,267,Petyr Baelish
outlaw (not sheriff),77.1,348,26.1,266,Petyr Baelish
cautious (not impulsive),77.1,212,28.5,294,Petyr Baelish
feisty (not gracious),76.9,447,24.9,258,Petyr Baelish
lavish (not frugal),76.8,235,27.6,241,Petyr Baelish
workaholic (not slacker),76.7,843,27.7,86,Petyr Baelish
racist (not egalitarian),76.6,62,21.3,40,Petyr Baelish
neat (not messy),76.5,474,27.8,225,Petyr Baelish
scrub (not legit),76.5,57,27,52,Petyr Baelish
spicy (not mild),76.4,442,23.5,248,Petyr Baelish
picky (not always down),76.4,215,23.5,51,Petyr Baelish
flirtatious (not prudish),76.3,353,26.1,39,Petyr Baelish
exhibitionist (not bashful),76.2,259,31,30,Petyr Baelish
exaggerating (not factual),75.8,322,30.4,25,Petyr Baelish
lewd (not tasteful),75.7,123,24.5,262,Petyr Baelish
competent (not incompetent),75.7,836,27.1,264,Petyr Baelish
hard (not soft),75.7,368,25,88,Petyr Baelish
studious (not goof-off),75.7,648,29.5,64,Petyr Baelish
dramatic (not no-nonsense),75.5,314,27.9,129,Petyr Baelish
disreputable (not prestigious),75.4,137,28.2,241,Petyr Baelish
zany (not regular),75.3,334,28.1,56,Petyr Baelish
libertarian (not socialist),75.1,73,29.7,233,Petyr Baelish
open to new experinces (not uncreative),75.1,628,24.4,247,Petyr Baelish
bad-cook (not good-cook),75.1,182,24.2,25,Petyr Baelish
OCD (not ADHD),75,369,28.6,35,Petyr Baelish
overachiever (not underachiever),74.8,773,33.5,28,Petyr Baelish
cringeworthy (not inspiring),74.8,196,28.8,92,Petyr Baelish
miserable (not joyful),74.8,332,22.4,52,Petyr Baelish
preppy (not punk rock),74.6,463,24.3,36,Petyr Baelish
🤫 (not 🤔),74.3,35,34.9,70,Petyr Baelish
go-getter (not slugabed),74.2,858,31.3,49,Petyr Baelish
cannibal (not vegan),74.2,295,26.6,52,Petyr Baelish
fast (not slow),74.2,570,27.6,256,Petyr Baelish
active (not slothful),74.1,926,27.1,254,Petyr Baelish
unorthodox (not traditional),74,441,27.7,78,Petyr Baelish
mad (not glad),74,369,21.9,49,Petyr Baelish
frenzied (not sleepy),74,597,21.3,37,Petyr Baelish
cultured (not rustic),74,348,30,33,Petyr Baelish
genius (not dunce),73.9,553,24.9,260,Petyr Baelish
resistant (not resigned),73.8,462,26.9,255,Petyr Baelish
urban (not rural),73.7,539,29,74,Petyr Baelish
child free (not pronatalist),73.5,364,28.7,216,Petyr Baelish
thin (not thick),73.3,321,27.3,192,Petyr Baelish
pack rat (not minimalist),73.3,127,29.7,51,Petyr Baelish
🥶 (not 🥵),73.2,132,27.8,39,Petyr Baelish
🧐 (not 😎),73.1,242,32.6,35,Petyr Baelish
offended (not chill),72.9,391,27.2,49,Petyr Baelish
smooth (not rough),72.8,233,28.5,273,Petyr Baelish
specialist (not generalist),72.8,275,26.9,63,Petyr Baelish
edgy (not politically correct),72.3,439,27.9,267,Petyr Baelish
🤣 (not 😊),72.2,189,31.6,45,Petyr Baelish
stinky (not fresh),72.2,161,34.7,73,Petyr Baelish
trolling (not triggered),72.1,114,33.5,40,Petyr Baelish
night owl (not morning lark),72.1,526,27,198,Petyr Baelish
ironic (not profound),71.8,166,28.7,44,Petyr Baelish
interested (not bored),71.5,615,29.2,43,Petyr Baelish
private (not gregarious),71.4,560,29.9,263,Petyr Baelish
pensive (not serene),71.4,475,29.9,36,Petyr Baelish
assertive (not passive),71.4,790,29,230,Petyr Baelish
tight (not loose),70.6,633,31.7,42,Petyr Baelish
sad (not happy),70.5,494,21.4,248,Petyr Baelish
patient (not impatient),70.5,216,33.2,110,Petyr Baelish
charming (not awkward),70.4,640,29.5,286,Petyr Baelish
plastic (not wooden),70.4,104,35,32,Petyr Baelish
western (not eastern),70.3,359,30,59,Petyr Baelish
repulsive (not attractive),70.3,170,31.2,253,Petyr Baelish
dominant (not submissive),70.2,813,28.5,282,Petyr Baelish
bossy (not meek),70.1,854,29.5,251,Petyr Baelish
anarchist (not statist),70.1,340,31.2,65,Petyr Baelish
knowledgeable (not ignorant),70.1,872,34.1,35,Petyr Baelish
quiet (not loud),70,407,29.7,285,Petyr Baelish
thinker (not doer),70,156,30.6,35,Petyr Baelish
hard (not soft),69.9,541,29.2,235,Petyr Baelish
rhythmic (not stuttering),69.9,781,26.6,46,Petyr Baelish
on-time (not tardy),69.9,796,29.2,39,Petyr Baelish
charismatic (not uninspiring),69.8,947,31.3,243,Petyr Baelish
💀 (not 🎃),69.7,422,32.9,46,Petyr Baelish
🥴 (not 🥳),69.7,320,30.5,64,Petyr Baelish
🧙 (not 👨‍🚀),69.7,340,26.8,58,Petyr Baelish
jealous (not opinionated),69.6,84,33,39,Petyr Baelish
never cries (not often crying),69.5,582,30.8,36,Petyr Baelish
rational (not whimsical),69.3,565,30.4,268,Petyr Baelish
pro (not noob),69.1,974,31.1,73,Petyr Baelish
sugarcoated (not frank),69,52,36.9,40,Petyr Baelish
old (not young),68.8,409,17.6,274,Petyr Baelish
wild (not tame),68.8,716,27.6,232,Petyr Baelish
crazy (not sane),68.7,472,29.8,60,Petyr Baelish
rude (not respectful),68.1,366,29,295,Petyr Baelish
social (not reclusive),68.1,544,29.4,73,Petyr Baelish
extravagant (not thrifty),68.1,479,35.6,30,Petyr Baelish
reasoned (not instinctual),68,285,32.2,249,Petyr Baelish
high-tech (not low-tech),68,470,25.9,220,Petyr Baelish
hedonist (not monastic),68,342,33.2,49,Petyr Baelish
contrarian (not yes-man),67.9,561,29.6,46,Petyr Baelish
winter (not summer),67.8,457,36,46,Petyr Baelish
avant-garde (not classical),67.7,274,27.2,80,Petyr Baelish
goth (not flower child),67.6,305,31.1,34,Petyr Baelish
presidential (not folksy),67.4,560,33.4,29,Petyr Baelish
tense (not relaxed),67.3,1086,29.4,265,Petyr Baelish
industrial (not domestic),67.3,334,30,92,Petyr Baelish
deep (not epic),67.2,213,24.3,30,Petyr Baelish
emancipated (not enslaved),67.1,734,29.8,221,Petyr Baelish
transient (not permanent),66.8,191,31,123,Petyr Baelish
quirky (not predictable),66.8,432,30.5,32,Petyr Baelish
weakass (not badass),66.7,187,29.9,38,Petyr Baelish
English (not German),66.6,1218,33.7,40,Petyr Baelish
desperate (not high standards),66.6,286,34.7,32,Petyr Baelish
extrovert (not introvert),66.5,660,31,246,Petyr Baelish
penny-pincher (not overspender),66.5,481,33.6,84,Petyr Baelish
tactful (not indiscreet),66.5,641,37.9,61,Petyr Baelish
puny (not mighty),66.4,186,27.8,233,Petyr Baelish
